ARC DT

Sales - Date wise
From Date:,08/01/2019
To Date:,31/08/2019
InvoiceDate,Goods Value(Sales) (Rs.),Goods Value (First Sale) (Rs.),Goods Value (Second Sale) (Rs.),Goods Value(Sales Return Damages) (Rs.),Goods Value(Sales Return Saleable) (Rs.),Total Tax Suffered (Rs.),Productwise Discount (Rs.),Total Discount (Rs.),Total Tax Applicable (Rs.),Total LT on FS (Rs.),Total CT on FS (Rs.),Total LT on SS (Rs.),LTSS ADDL CESS (Rs.),LTSS CESS (Rs.),LTSS CGST (Rs.),LTSS SGST (Rs.),Total CT on SS (Rs.),Net Sales (Rs.),Invoice ID,Doc Reference,Type,Goods Value (Rs.),Goods Value (First Sale) (Rs.),Goods Value (Second Sale) (Rs.),Tax Suffered (Rs.),Productwise Discount (Rs.),Discount (Rs.),Tax Applicable (Rs.),Total LT on FS (Rs.),Total CT on FS (Rs.),Total LT on SS (Rs.),LTSS CESS (Rs.),LTSS CGST (Rs.),LTSS SGST (Rs.),LTSS ADDL CESS (Rs.),Total CT on SS (Rs.),Net Sales (Rs.)
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I648,BIS-34,Invoice,1870.20,,1870.20,,8.23,0.00,299.66,,,299.65,,149.83,149.83,,,2161.62
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I692,I/19-20/691,Invoice,20894.50,,20894.50,,0.00,0.00,23480.50,,,23480.51,3551.04,2925.23,2925.23,14079.00,,44375.01
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I693,I/19-20/692,Invoice,21347.20,,21347.20,,0.00,0.00,28593.25,,,28593.25,6438.03,2988.61,2988.61,16178.00,,49940.45
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I694,I/19-20/693,Invoice,23892.28,,23892.28,,0.00,0.00,24887.50,,,24887.50,1552.66,3344.92,3344.92,16645.00,,48779.77
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I695,I/19-20/694,Invoice,14144.81,,14144.81,,0.00,0.00,12908.79,,,12908.79,707.24,1980.27,1980.27,8241.00,,27053.59
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I696,I/19-20/695,Invoice,19866.38,,19866.38,,0.00,0.00,26512.58,,,26512.58,6363.99,2781.29,2781.29,14586.00,,46378.95
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I697,I/19-20/696,Invoice,21190.55,,21190.55,,0.00,0.00,22132.88,,,22132.89,1059.53,2966.68,2966.68,15140.00,,43323.44
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I698,I/19-20/697,Invoice,4022.44,,4022.44,,0.00,0.00,4995.41,,,4995.41,201.12,563.14,563.14,3668.00,,9017.85
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I699,I/19-20/698,Invoice,16708.12,,16708.12,,0.00,0.00,20452.60,,,20452.60,3341.72,2339.14,2339.14,12432.60,,37160.72
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I649,BIS-35,Invoice,3547.18,,3547.18,,40.94,0.00,575.25,,,575.26,,287.63,287.63,,,4081.47
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I653,BIS-38,Invoice,2720.58,,2720.58,,13.47,0.00,437.81,,,437.84,,218.91,218.91,,,3144.93
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I655,BIS-40,Invoice,514.93,,514.93,,6.31,0.00,91.55,,,91.54,,45.78,45.78,,,600.16
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I664,BIS-43,Invoice,15587.06,,15587.06,,1266.59,0.00,2276.89,,,2276.89,,1138.45,1138.45,,,16597.37
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I670,BIS-44,Invoice,57267.43,,57267.43,,3913.89,0.00,8193.89,,,8193.89,,4096.94,4096.94,,,61547.43
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I676,SX-29,Invoice,881.10,,881.10,,0.00,0.00,105.73,,,105.71,,52.87,52.87,,,986.83
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I679,SX-30,Invoice,2010.15,,2010.15,,0.00,0.00,265.40,,,265.36,,132.70,132.70,,,2275.56
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I702,I/19-20/701,Invoice,5822.42,,5822.42,,0.00,0.00,6871.03,,,6871.03,1365.26,815.14,815.14,3875.50,,12693.45
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I683,I/19-20/682,Invoice,20704.50,,20704.50,,0.00,0.00,27460.16,,,27460.17,6405.90,2898.63,2898.63,15257.00,,48164.66
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I686,I/19-20/685,Invoice,20784.33,,20784.33,,0.00,0.00,24324.83,,,24324.83,1039.22,2909.81,2909.81,17466.00,,45109.16
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I687,I/19-20/686,Invoice,5774.92,,5774.92,,0.00,0.00,7865.95,,,7865.95,2078.97,808.49,808.49,4170.00,,13640.87
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I666,I/19-20/665,Invoice,103233.47,,103233.47,,0.00,0.00,125147.55,,,125147.54,18309.18,14452.69,14452.69,77933.00,,228381.02
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I700,I/19-20/699,Invoice,21900.02,,21900.02,,0.00,0.00,25221.01,,,25221.02,4317.41,3066.00,3066.00,14771.60,,47121.03
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I701,I/19-20/700,Invoice,7284.23,,7284.23,,0.00,0.00,9456.84,,,9456.85,722.26,1019.79,1019.79,6695.00,,16741.07
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I703,I/19-20/702,Invoice,15749.43,,15749.43,,0.00,0.00,18530.45,,,18530.46,2920.10,2204.92,2204.92,11200.50,,34279.88
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I704,I/19-20/703,Invoice,1186.45,,1186.45,,29.66,0.00,208.22,,,208.22,,104.11,104.11,,,1365.01
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I545,PCP-05,Invoice,14644.69,,14644.69,,2215.95,0.00,2169.69,,,2169.70,,1084.84,1084.84,,,14598.48
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I555,AT-04,Invoice,679.60,,679.60,,0.00,0.00,33.98,,,33.98,,16.99,16.99,,,713.58
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I557,AT-05,Invoice,2669.65,,2669.65,,102.03,0.00,212.51,,,212.51,,106.26,106.26,,,2780.15
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I558,AT-06,Invoice,1359.19,,1359.19,,0.00,0.00,67.96,,,67.96,,33.98,33.98,,,1427.15
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I559,AT-07,Invoice,679.60,,679.60,,0.00,0.00,33.98,,,33.98,,16.99,16.99,,,713.58
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I560,AT-08,Invoice,1359.19,,1359.19,,0.00,0.00,67.96,,,67.96,,33.98,33.98,,,1427.15
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I562,I/19-20/538,Invoice,804.49,,804.49,,0.00,0.00,999.08,,,999.08,40.22,112.63,112.63,733.60,,1803.57
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I563,SX-01,Invoice,1032.03,,1032.03,,0.00,0.00,123.84,,,123.82,,61.92,61.92,,,1155.87
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I565,SX-02,Invoice,367.12,,367.12,,0.00,0.00,44.05,,,44.04,,22.03,22.03,,,411.18
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I572,PCP-10,Invoice,6757.55,,6757.55,,1172.81,0.00,1005.25,,,1005.29,,502.63,502.63,,,6589.97
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I583,SX-12,Invoice,1146.58,,1146.58,,0.00,0.00,151.56,,,151.53,,75.78,75.78,,,1298.15
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I584,SX-13,Invoice,558.85,,558.85,,0.00,0.00,67.06,,,67.05,,33.53,33.53,,,625.91
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I585,SX-14,Invoice,1542.10,,1542.10,,0.00,0.00,199.02,,,198.99,,99.51,99.51,,,1741.13
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I609,I/19-20/603,Invoice,40925.45,,40925.45,,0.00,0.00,50269.34,,,50269.33,8799.61,5729.56,5729.56,30010.60,,91194.79
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,I613,I/19-20/611,Invoice,1154.98,,1154.98,,0.00,0.00,1573.19,,,1573.19,415.79,161.70,161.70,834.00,,2728.17
19/08/2019,1127424.07,,1127424.07,0.00,0.00,0.00,13090.78,0.00,1048601.60,,,1048600.85,624368.00,152492.61,135870.50,135870.50,,2162934.95,GrandTotal:,,,1127424.07,0.00,1127424.07,0.00,13090.78,0.00,1048601.60,0.00,0.00,1048600.85,152492.61,135870.50,135870.50,624368.00,0.00,2162934.95
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I705,PCP-21,Invoice,8052.29,,8052.29,,636.13,0.00,1334.91,,,1334.90,,667.45,667.45,,,8751.06
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I706,I/19-20/705,Invoice,8179.89,,8179.89,,0.00,0.00,9022.50,,,9022.50,1483.13,1145.18,1145.18,5249.00,,17202.38
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I707,I/19-20/706,Invoice,6357.31,,6357.31,,0.00,0.00,7229.00,,,7229.00,1033.96,890.02,890.02,4415.00,,13586.30
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I708,I/19-20/707,Invoice,3464.95,,3464.95,,0.00,0.00,4719.57,,,4719.57,1247.38,485.09,485.09,2502.00,,8184.52
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I709,I/19-20/708,Invoice,12322.86,,12322.86,,0.00,0.00,14849.77,,,14849.77,2406.37,1725.20,1725.20,8993.00,,27172.62
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I710,I/19-20/709,Invoice,15644.68,,15644.68,,0.00,0.00,18819.60,,,18819.61,3646.59,2190.25,2190.25,10792.50,,34464.28
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I714,I/19-20/713,Invoice,1154.98,,1154.98,,0.00,0.00,1573.19,,,1573.19,415.79,161.70,161.70,834.00,,2728.17
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I715,I/19-20/714,Invoice,23756.72,,23756.72,,0.00,0.00,27672.23,,,27672.24,4031.35,3325.94,3325.94,16989.00,,51428.94
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I807,PCP-46,Invoice,2863.08,,2863.08,,231.43,0.00,462.25,,,462.27,,231.13,231.13,,,3093.90
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I811,PCP-47,Invoice,722.43,,722.43,,12.62,0.00,113.08,,,113.07,,56.54,56.54,,,822.89
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I813,PCP-48,Invoice,1327.67,,1327.67,,0.00,0.00,168.30,,,168.28,,84.15,84.15,,,1495.98
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I814,PCP-49,Invoice,426.98,,426.98,,0.00,0.00,69.51,,,69.50,,34.76,34.76,,,496.49
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I816,PCP-50,Invoice,380.80,,380.80,,24.75,0.00,17.80,,,17.80,,8.90,8.90,,,373.85
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I819,PCP-51,Invoice,734.24,,734.24,,0.00,0.00,88.11,,,88.08,,44.05,44.05,,,822.36
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I865,I/19-20/863,Invoice,3464.95,,3464.95,,0.00,0.00,4719.57,,,4719.57,1247.38,485.09,485.09,2502.00,,8184.52
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I843,PCP-56,Invoice,719.78,,719.78,,26.64,0.00,78.48,,,78.48,,39.24,39.24,,,771.63
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I841,PCP-54,Invoice,3371.01,,3371.01,,260.89,0.00,388.11,,,388.13,,194.06,194.06,,,3498.23
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I846,PCP-57,Invoice,158.74,,158.74,,15.87,0.00,7.14,,,7.14,,3.57,3.57,,,150.02
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I847,SX-52,Invoice,897.43,,897.43,,50.00,0.00,101.69,,,101.69,,50.85,50.85,,,949.12
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I848,PCP-58,Invoice,23126.08,,23126.08,,927.04,0.00,1802.18,,,1802.15,,901.09,901.09,,,24001.19
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I851,PCP-60,Invoice,1415.12,,1415.12,,0.00,0.00,70.76,,,70.76,,35.38,35.38,,,1485.87
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I852,PCP-61,Invoice,490.68,,490.68,,3.81,0.00,75.76,,,75.76,,37.88,37.88,,,562.63
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I853,PCP-62,Invoice,1880.36,,1880.36,,65.48,0.00,244.09,,,244.10,,122.04,122.04,,,2058.98
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I854,BIS-100,Invoice,6375.94,,6375.94,,64.72,0.00,625.12,,,625.13,,312.56,312.56,,,6936.33
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I856,PCP-63,Invoice,1138.64,,1138.64,,34.31,0.00,144.05,,,144.06,,72.02,72.02,,,1248.38
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I857,I/19-20/855,Invoice,23574.68,,23574.68,,0.00,0.00,21514.64,,,21514.64,1178.73,3300.45,3300.45,13735.00,,45089.32
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I858,PCP-64,Invoice,837.09,,837.09,,45.71,0.00,97.00,,,97.00,,48.50,48.50,,,888.38
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I859,PCP-65,Invoice,945.32,,945.32,,14.18,0.00,111.74,,,111.74,,55.87,55.87,,,1042.88
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I860,I/19-20/857,Invoice,21666.10,,21666.10,,0.00,0.00,27278.33,,,27278.33,3589.62,3033.25,3033.25,17622.20,,48944.41
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I861,PCP-66,Invoice,5103.30,,5103.30,,478.06,0.00,667.45,,,667.47,,333.73,333.73,,,5292.71
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I862,BIS-101,Invoice,10592.88,,10592.88,,432.57,0.00,901.00,,,901.02,,450.50,450.50,,,11061.27
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I863,PCP-67,Invoice,1157.97,,1157.97,,34.31,0.00,119.59,,,119.60,,59.80,59.80,,,1243.25
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I864,PCP-68,Invoice,1087.02,,1087.02,,56.24,0.00,102.95,,,102.96,,51.48,51.48,,,1133.73
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I779,PCP-28,Invoice,282.49,,282.49,,5.65,0.00,49.83,,,49.83,,24.92,24.92,,,326.67
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I781,PCP-29,Invoice,747.54,,747.54,,39.42,0.00,35.41,,,35.41,,17.70,17.70,,,743.52
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I782,PCP-30,Invoice,1293.61,,1293.61,,70.96,0.00,86.84,,,86.84,,43.42,43.42,,,1309.48
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I783,PCP-31,Invoice,793.68,,793.68,,24.76,0.00,64.15,,,64.14,,32.08,32.08,,,833.07
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I785,PCP-32,Invoice,1952.81,,1952.81,,114.67,0.00,143.32,,,143.34,,71.66,71.66,,,1981.46
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I788,PCP-33,Invoice,1466.86,,1466.86,,28.52,0.00,177.24,,,177.25,,88.62,88.62,,,1615.59
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I789,PCP-34,Invoice,1247.07,,1247.07,,49.88,0.00,160.60,,,160.60,,80.30,80.30,,,1357.80
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I790,PCP-35,Invoice,1925.70,,1925.70,,87.07,0.00,221.49,,,221.49,,110.75,110.75,,,2060.11
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I792,PCP-36,Invoice,1092.31,,1092.31,,31.83,0.00,152.10,,,152.11,,76.05,76.05,,,1212.58
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I793,PCP-37,Invoice,544.51,,544.51,,29.94,0.00,34.43,,,34.42,,17.21,17.21,,,549.01
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I815,SX-31,Invoice,734.25,,734.25,,50.00,0.00,82.11,,,82.08,,41.05,41.05,,,766.36
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I817,SX-32,Invoice,611.87,,611.87,,0.00,0.00,73.42,,,73.40,,36.71,36.71,,,685.30
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I818,SX-33,Invoice,734.25,,734.25,,50.00,0.00,82.11,,,82.08,,41.05,41.05,,,766.36
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I820,SX-34,Invoice,489.51,,489.51,,0.00,0.00,58.74,,,58.74,,29.37,29.37,,,548.25
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I831,SX-44,Invoice,1064.66,,1064.66,,50.00,0.00,121.76,,,121.79,,60.88,60.88,,,1136.41
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I838,SX-47,Invoice,538.46,,538.46,,0.00,0.00,64.61,,,64.61,,32.31,32.31,,,603.07
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I839,SX-48,Invoice,1456.26,,1456.26,,100.00,0.00,162.75,,,162.80,,81.38,81.38,,,1519.04
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I840,SX-49,Invoice,550.68,,550.68,,0.00,0.00,66.08,,,66.07,,33.04,33.04,,,616.77
20/08/2019,843901.06,,843901.06,0.00,0.00,0.00,13898.73,0.00,631280.67,,,631280.70,366733.10,85769.51,89389.03,89389.03,,1461282.90,I844,SX-50,Invoice,734.26,,734.26,,50.00,0.00,82.11,,,82.11,,41.06,41.06,,,766.38
