ParameterID,ParameterName,ParameterType,DefaultValue,AutoComplete,MultipleInput,OrderBy,DynamicParamID,"insert into ParameterInfo_Salem( ParameterID,ParameterName,ParameterType,DefaultValue,AutoComplete,MultipleInput,OrderBy,DynamicParamID)",
118,Show,200,$All Items,QueryParams1:[Values],0,0,0,"Select 118,'Show',200,'$All Items','QueryParams1:[Values]',0,'0','0' UNION ALL",
118,From Date,7,$Date,,0,0,0,"Select 118,'From Date',7,'$Date','',0,'0','0' UNION ALL",
118,To Date,10,$Date,,0,0,0,"Select 118,'To Date',10,'$Date','',0,'0','0' UNION ALL",
118,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID IN(16;37) And   [Values] NOT In(''Sales UOM'')    And  [Values] Like ''%'',0,0,0,"Select 118,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID IN(16;37) And   [Values] NOT In(''Sales UOM'')    And  [Values] Like ''%''',0,'0','0' UNION ALL",
119,Scheme Name,200,$All Schemes,Schemes:SchemeName,1,0,0,"Select 119,'Scheme Name',200,'$All Schemes','Schemes:SchemeName',1,'0','0' UNION ALL",
119,From Date,7,$Date,,0,0,0,"Select 119,'From Date',7,'$Date','',0,'0','0' UNION ALL",
119,To Date,10,$Date,,0,0,0,"Select 119,'To Date',10,'$Date','',0,'0','0' UNION ALL",
120,Customer ID,200,$All Customers,Customer:CustomerID:Company_Name+1,1,0,0,"Select 120,'Customer ID',200,'$All Customers','Customer:CustomerID:Company_Name+1',1,'0','0' UNION ALL",
120,Customer Name,200,$All Customers,Customer:Company_Name:CustomerID-1,1,0,0,"Select 120,'Customer Name',200,'$All Customers','Customer:Company_Name:CustomerID-1',1,'0','0' UNION ALL",
120,From Date,7,$Date,,0,0,0,"Select 120,'From Date',7,'$Date','',0,'0','0' UNION ALL",
120,To Date,10,$Date,,0,0,0,"Select 120,'To Date',10,'$Date','',0,'0','0' UNION ALL",
120,Scheme Name,200,$All Schemes,Schemes:SchemeName,1,0,0,"Select 120,'Scheme Name',200,'$All Schemes','Schemes:SchemeName',1,'0','0' UNION ALL",
121,Manufacturer,200,$All Manufacturer,Manufacturer:Manufacturer_Name,1,0,0,"Select 121,'Manufacturer',200,'$All Manufacturer','Manufacturer:Manufacturer_Name',1,'0','0' UNION ALL",
121,Item,200,$All Items,Items:Product_Code,1,0,0,"Select 121,'Item',200,'$All Items','Items:Product_Code',1,'0','0' UNION ALL",
121,UOM,200,Sales UOM,QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%'',0,0,0,"Select 121,'UOM',200,'Sales UOM','QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%''',0,'0','0' UNION ALL",
121,From Date,7,$Date,,0,0,0,"Select 121,'From Date',7,'$Date','',0,'0','0' UNION ALL",
121,To Date,10,$Date,,0,0,0,"Select 121,'To Date',10,'$Date','',0,'0','0' UNION ALL",
122,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 122,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
122,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName In ({1}) and Category_Name like ''%'',1,0,0,"Select 122,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName In ({1}) and Category_Name like ''%''',1,'0','0' UNION ALL",
122,Item Name,200,$All Items,Items:Productname:Items.CategoryID In (Select * From dbo.GetItems({$2})) And ProductName like  ''%'',1,0,0,"Select 122,'Item Name',200,'$All Items','Items:Productname:Items.CategoryID In (Select * From dbo.GetItems({$2})) And ProductName like  ''%''',1,'0','0' UNION ALL",
122,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%'',0,0,0,"Select 122,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%''',0,'0','0' UNION ALL",
122,Customer Type,200,Trade,QueryParams:[Values]:QueryParamID=10 And [Values] Like ''%'',0,0,0,"Select 122,'Customer Type',200,'Trade','QueryParams:[Values]:QueryParamID=10 And [Values] Like ''%''',0,'0','0' UNION ALL",
122,From Date,7,$Date,,0,0,0,"Select 122,'From Date',7,'$Date','',0,'0','0' UNION ALL",
122,To Date,10,$Date,,0,0,0,"Select 122,'To Date',10,'$Date','',0,'0','0' UNION ALL",
123,Salesman,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 123,'Salesman',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
123,From Date,7,$Date,,0,0,0,"Select 123,'From Date',7,'$Date','',0,'0','0' UNION ALL",
123,To Date,10,$Date,,0,0,0,"Select 123,'To Date',10,'$Date','',0,'0','0' UNION ALL",
123,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%'',0,0,0,"Select 123,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%''',0,'0','0' UNION ALL",
124,Category,200,$All Categories,ItemCategories:Category_Name,1,0,0,"Select 124,'Category',200,'$All Categories','ItemCategories:Category_Name',1,'0','0' UNION ALL",
124,UOM,200,Sales UOM,QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%'',0,0,0,"Select 124,'UOM',200,'Sales UOM','QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%''',0,'0','0' UNION ALL",
124,From Date,7,$Date,,0,0,0,"Select 124,'From Date',7,'$Date','',0,'0','0' UNION ALL",
124,To Date,10,$Date,,0,0,0,"Select 124,'To Date',10,'$Date','',0,'0','0' UNION ALL",
125,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 125,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
125,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 125,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
125,Customer Type,200,$All Customer Type,Customer_Channel:ChannelDesc,0,0,0,"Select 125,'Customer Type',200,'$All Customer Type','Customer_Channel:ChannelDesc',0,'0','0' UNION ALL",
125,Beat,200,$All Beats,Beat:Description,0,0,0,"Select 125,'Beat',200,'$All Beats','Beat:Description',0,'0','0' UNION ALL",
125,Merchandising Type,200,$All,Merchandise:Merchandise,1,0,0,"Select 125,'Merchandising Type',200,'$All','Merchandise:Merchandise',1,'0','0' UNION ALL",
125,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%'',0,0,0,"Select 125,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%''',0,'0','0' UNION ALL",
125,From Date,7,$Date,,0,0,0,"Select 125,'From Date',7,'$Date','',0,'0','0' UNION ALL",
125,To Date,10,$Date,,0,0,0,"Select 125,'To Date',10,'$Date','',0,'0','0' UNION ALL",
126,Beat,200,$All Beats,Beat:Description,1,0,0,"Select 126,'Beat',200,'$All Beats','Beat:Description',1,'0','0' UNION ALL",
126,Salesman,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 126,'Salesman',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
126,From Date,7,$Date,,0,0,0,"Select 126,'From Date',7,'$Date','',0,'0','0' UNION ALL",
126,To Date,10,$Date,,0,0,0,"Select 126,'To Date',10,'$Date','',0,'0','0' UNION ALL",
126,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%'',0,0,0,"Select 126,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%''',0,'0','0' UNION ALL",
127,From Date,7,$Date,,0,0,0,"Select 127,'From Date',7,'$Date','',0,'0','0' UNION ALL",
127,To Date,10,$Date,,0,0,0,"Select 127,'To Date',10,'$Date','',0,'0','0' UNION ALL",
127,Document Type,200,$All Document Type,TransactionDocNumber:[DocumentType]:TransactionType=1 and DocumentType like ''%'',0,0,0,"Select 127,'Document Type',200,'$All Document Type','TransactionDocNumber:[DocumentType]:TransactionType=1 and DocumentType like ''%''',0,'0','0' UNION ALL",
127,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID IN(16;37) And [Values] NOT In(''Sales UOM'') And  [Values]     Like ''%'',0,0,0,"Select 127,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID IN(16;37) And [Values] NOT In(''Sales UOM'') And  [Values]     Like ''%''',0,'0','0' UNION ALL",
127,Salesman,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 127,'Salesman',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
127,Tax Component Break up,200,No,QueryParams:[Values]:QueryParamID=38 And [Values] Like ''%'',0,0,0,"Select 127,'Tax Component Break up',200,'No','QueryParams:[Values]:QueryParamID=38 And [Values] Like ''%''',0,'0','0' UNION ALL",
128,Manufacturer,200,$All Manufacturer,Manufacturer:Manufacturer_Name,1,0,0,"Select 128,'Manufacturer',200,'$All Manufacturer','Manufacturer:Manufacturer_Name',1,'0','0' UNION ALL",
128,Item,200,$All Items,Items:Product_Code,1,0,0,"Select 128,'Item',200,'$All Items','Items:Product_Code',1,'0','0' UNION ALL",
128,Batch No,200,$All Batches,Batch_Products:Batch_Number:Product_Code in ({2})  and batch_Number like ''%'',0,0,0,"Select 128,'Batch No',200,'$All Batches','Batch_Products:Batch_Number:Product_Code in ({2})  and batch_Number like ''%''',0,'0','0' UNION ALL",
128,From Date,7,$Date,,0,0,0,"Select 128,'From Date',7,'$Date','',0,'0','0' UNION ALL",
128,To Date,10,$Date,,0,0,0,"Select 128,'To Date',10,'$Date','',0,'0','0' UNION ALL",
128,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 And [Values] Not Like ''Conversion Factor'' And [Values] Not Like ''Reporting UOM'' And [Values] Like ''%'',0,0,0,"Select 128,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 And [Values] Not Like ''Conversion Factor'' And [Values] Not Like ''Reporting UOM'' And [Values] Like ''%''',0,'0','0' UNION ALL",
129,Salesman,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 129,'Salesman',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
129,From InvoiceNo,200,,,0,0,0,"Select 129,'From InvoiceNo',200,'','',0,'0','0' UNION ALL",
129,To InvoiceNo,200,,,0,0,0,"Select 129,'To InvoiceNo',200,'','',0,'0','0' UNION ALL",
129,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%'',0,0,0,"Select 129,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID in (16;37) And [Values] Not In (''Sales UOM'') And [Values]    Like ''%''',0,'0','0' UNION ALL",
130,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 130,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
130,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 130,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
130,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%'',0,0,0,"Select 130,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%''',0,'0','0' UNION ALL",
130,Reference FromDate,7,$Date,,0,0,0,"Select 130,'Reference FromDate',7,'$Date','',0,'0','0' UNION ALL",
130,Reference ToDate,10,$Date,,0,0,0,"Select 130,'Reference ToDate',10,'$Date','',0,'0','0' UNION ALL",
130,Comparative FromDate,7,$Date,,0,0,0,"Select 130,'Comparative FromDate',7,'$Date','',0,'0','0' UNION ALL",
130,Comparative ToDate,10,$Date,,0,0,0,"Select 130,'Comparative ToDate',10,'$Date','',0,'0','0' UNION ALL",
131,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 131,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
131,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 131,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
131,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%'',0,0,0,"Select 131,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%''',0,'0','0' UNION ALL",
131,Reference FromDate,7,$Date,,0,0,0,"Select 131,'Reference FromDate',7,'$Date','',0,'0','0' UNION ALL",
131,Reference ToDate,10,$Date,,0,0,0,"Select 131,'Reference ToDate',10,'$Date','',0,'0','0' UNION ALL",
131,Comparative FromDate,7,$Date,,0,0,0,"Select 131,'Comparative FromDate',7,'$Date','',0,'0','0' UNION ALL",
131,Comparative ToDate,10,$Date,,0,0,0,"Select 131,'Comparative ToDate',10,'$Date','',0,'0','0' UNION ALL",
132,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID IN(16;37) And [Values] NOT In(''Sales UOM'') And  [Values] Like ''%'',0,0,0,"Select 132,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID IN(16;37) And [Values] NOT In(''Sales UOM'') And  [Values] Like ''%''',0,'0','0' UNION ALL",
132,Vendor,200,$All Vendors,Vendors:Vendor_Name,1,0,0,"Select 132,'Vendor',200,'$All Vendors','Vendors:Vendor_Name',1,'0','0' UNION ALL",
132,From Date,7,$Date,,0,0,0,"Select 132,'From Date',7,'$Date','',0,'0','0' UNION ALL",
132,To Date,10,$Date,,0,0,0,"Select 132,'To Date',10,'$Date','',0,'0','0' UNION ALL",
133,Item Code,200,$All Items,Items:Product_Code:ProductName+1,1,0,0,"Select 133,'Item Code',200,'$All Items','Items:Product_Code:ProductName+1',1,'0','0' UNION ALL",
133,Item Name,200,$All Items,Items:ProductName:Product_Code-1,1,0,0,"Select 133,'Item Name',200,'$All Items','Items:ProductName:Product_Code-1',1,'0','0' UNION ALL",
133,Vendor Name,200,$All Vendors,Vendors:Vendor_Name,1,0,0,"Select 133,'Vendor Name',200,'$All Vendors','Vendors:Vendor_Name',1,'0','0' UNION ALL",
133,From Date,7,$Date,,0,0,0,"Select 133,'From Date',7,'$Date','',0,'0','0' UNION ALL",
133,To Date,10,$Date,,0,0,0,"Select 133,'To Date',10,'$Date','',0,'0','0' UNION ALL",
133,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID IN(16;37) And   [Values] NOT In(''Sales UOM'')    And  [Values] Like ''%'',0,0,0,"Select 133,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID IN(16;37) And   [Values] NOT In(''Sales UOM'')    And  [Values] Like ''%''',0,'0','0' UNION ALL",
134,Channel,200,$All Channel,Customer_Channel:ChannelDesc,1,0,0,"Select 134,'Channel',200,'$All Channel','Customer_Channel:ChannelDesc',1,'0','0' UNION ALL",
134,Beat,200,$All Beats,Beat:Description,1,0,0,"Select 134,'Beat',200,'$All Beats','Beat:Description',1,'0','0' UNION ALL",
134,CustomerName,200,$All Customers,Customer:Company_Name,1,0,0,"Select 134,'CustomerName',200,'$All Customers','Customer:Company_Name',1,'0','0' UNION ALL",
134,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 and [Values] like ''%'',0,0,0,"Select 134,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 and [Values] like ''%''',0,'0','0' UNION ALL",
134,FromDate,7,$Date,,0,0,0,"Select 134,'FromDate',7,'$Date','',0,'0','0' UNION ALL",
134,ToDate,10,$Date,,0,0,0,"Select 134,'ToDate',10,'$Date','',0,'0','0' UNION ALL",
135,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 135,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
135,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 135,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
135,Channel,200,$All Channel,Customer_Channel:ChannelDesc:1=1 And ChannelDesc like ''%'',1,0,0,"Select 135,'Channel',200,'$All Channel','Customer_Channel:ChannelDesc:1=1 And ChannelDesc like ''%''',1,'0','0' UNION ALL",
135,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 and [Values] like ''%'',0,0,0,"Select 135,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 and [Values] like ''%''',0,'0','0' UNION ALL",
135,From Date,7,$Date,,0,0,0,"Select 135,'From Date',7,'$Date','',0,'0','0' UNION ALL",
135,To Date,10,$Date,,0,0,0,"Select 135,'To Date',10,'$Date','',0,'0','0' UNION ALL",
136,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 136,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
136,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 136,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
136,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%'',0,0,0,"Select 136,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%''',0,'0','0' UNION ALL",
136,From Date,7,$Date,,0,0,0,"Select 136,'From Date',7,'$Date','',0,'0','0' UNION ALL",
136,To Date,10,$Date,,0,0,0,"Select 136,'To Date',10,'$Date','',0,'0','0' UNION ALL",
137,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 137,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
137,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 137,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
137,Customer,200,$All Customers,Customer:Company_Name,1,0,0,"Select 137,'Customer',200,'$All Customers','Customer:Company_Name',1,'0','0' UNION ALL",
137,Channel,200,$All Channel,customer_channel:ChannelDesc,1,0,0,"Select 137,'Channel',200,'$All Channel','customer_channel:ChannelDesc',1,'0','0' UNION ALL",
137,Beat,200,$All Beat,Beat:Description,1,0,0,"Select 137,'Beat',200,'$All Beat','Beat:Description',1,'0','0' UNION ALL",
137,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%'',0,0,0,"Select 137,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%''',0,'0','0' UNION ALL",
137,From Date,7,$Date,,0,0,0,"Select 137,'From Date',7,'$Date','',0,'0','0' UNION ALL",
137,To Date,10,$Date,,0,0,0,"Select 137,'To Date',10,'$Date','',0,'0','0' UNION ALL",
138,From Date,7,$Date,,0,0,0,"Select 138,'From Date',7,'$Date','',0,'0','0' UNION ALL",
138,To Date,10,$Date,,0,0,0,"Select 138,'To Date',10,'$Date','',0,'0','0' UNION ALL",
138,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%'',0,0,0,"Select 138,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 And [Values] Like ''%''',0,'0','0' UNION ALL",
139,Sales Staff,200,$All SalesStaff,Salesman:Salesman_Name,1,0,0,"Select 139,'Sales Staff',200,'$All SalesStaff','Salesman:Salesman_Name',1,'0','0' UNION ALL",
139,From Date,7,$Date,,0,0,0,"Select 139,'From Date',7,'$Date','',0,'0','0' UNION ALL",
139,To Date,10,$Date,,0,0,0,"Select 139,'To Date',10,'$Date','',0,'0','0' UNION ALL",
142,From Date,7,$Date,,0,0,0,"Select 142,'From Date',7,'$Date','',0,'0','0' UNION ALL",
142,To Date,10,$Date,,0,0,0,"Select 142,'To Date',10,'$Date','',0,'0','0' UNION ALL",
143,Item Code,200,$All Item Code,Items:Product_Code:ProductName+1,1,0,0,"Select 143,'Item Code',200,'$All Item Code','Items:Product_Code:ProductName+1',1,'0','0' UNION ALL",
143,Item Name,200,$All Item Name,Items:ProductName:Product_Code-1,1,0,0,"Select 143,'Item Name',200,'$All Item Name','Items:ProductName:Product_Code-1',1,'0','0' UNION ALL",
144,Date,7,$Date,,0,0,0,"Select 144,'Date',7,'$Date','',0,'0','0' UNION ALL",
144,Item Code,200,$All Item Code,Items:Product_Code:ProductName+1,1,0,0,"Select 144,'Item Code',200,'$All Item Code','Items:Product_Code:ProductName+1',1,'0','0' UNION ALL",
144,Item Name,200,$All Item Name,Items:ProductName:Product_Code-1,1,0,0,"Select 144,'Item Name',200,'$All Item Name','Items:ProductName:Product_Code-1',1,'0','0' UNION ALL",
145,CustomerID,200,$All Customers,Customer:CustomerID:Company_Name+1,1,0,0,"Select 145,'CustomerID',200,'$All Customers','Customer:CustomerID:Company_Name+1',1,'0','0' UNION ALL",
145,Customer,200,$All Customers,Customer:Company_Name:CustomerID-1,1,0,0,"Select 145,'Customer',200,'$All Customers','Customer:Company_Name:CustomerID-1',1,'0','0' UNION ALL",
145,Tax Slab %,200,$All Tax Slab,Tax:Tax_Description,1,0,0,"Select 145,'Tax Slab %',200,'$All Tax Slab','Tax:Tax_Description',1,'0','0' UNION ALL",
145,FromDate,7,$Date,,0,0,0,"Select 145,'FromDate',7,'$Date','',0,'0','0' UNION ALL",
145,ToDate,10,$Date,,0,0,0,"Select 145,'ToDate',10,'$Date','',0,'0','0' UNION ALL",
145,From Invoice No,3,0,,0,0,0,"Select 145,'From Invoice No',3,'0','',0,'0','0' UNION ALL",
145,To Invoice No,3,0,,0,0,0,"Select 145,'To Invoice No',3,'0','',0,'0','0' UNION ALL",
151,SalesMan Name,200,$All,Salesman:SalesMan_Name,1,0,0,"Select 151,'SalesMan Name',200,'$All','Salesman:SalesMan_Name',1,'0','0' UNION ALL",
151,From Date,7,$Date,,0,0,0,"Select 151,'From Date',7,'$Date','',0,'0','0' UNION ALL",
151,To Date,10,$Date,,0,0,0,"Select 151,'To Date',10,'$Date','',0,'0','0' UNION ALL",
151,Qty/Value,200,All,QueryParams:[Values]:QueryParamID=20 And [Values] like ''%'',0,0,0,"Select 151,'Qty/Value',200,'All','QueryParams:[Values]:QueryParamID=20 And [Values] like ''%''',0,'0','0' UNION ALL",
152,SalesMan Name,200,$All,Salesman:SalesMan_Name,1,0,0,"Select 152,'SalesMan Name',200,'$All','Salesman:SalesMan_Name',1,'0','0' UNION ALL",
152,Beat,200,$All,Beat:Description,1,0,0,"Select 152,'Beat',200,'$All','Beat:Description',1,'0','0' UNION ALL",
152,From Date,7,$Date,,0,0,0,"Select 152,'From Date',7,'$Date','',0,'0','0' UNION ALL",
152,To Date,10,$Date,,0,0,0,"Select 152,'To Date',10,'$Date','',0,'0','0' UNION ALL",
153,Van Number,200,$All,VAN:VAN_NUMBER,0,0,0,"Select 153,'Van Number',200,'$All','VAN:VAN_NUMBER',0,'0','0' UNION ALL",
153,From Date,7,$Date,,0,0,0,"Select 153,'From Date',7,'$Date','',0,'0','0' UNION ALL",
153,To Date,10,$Date,,0,0,0,"Select 153,'To Date',10,'$Date','',0,'0','0' UNION ALL",
154,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 154,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
154,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 154,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
154,Customer Type,200,$All Customer Type,Customer_Channel:ChannelDesc,1,0,0,"Select 154,'Customer Type',200,'$All Customer Type','Customer_Channel:ChannelDesc',1,'0','0' UNION ALL",
154,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19 and [Values] like ''%'',0,0,0,"Select 154,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19 and [Values] like ''%''',0,'0','0' UNION ALL",
154,From Date,7,$Date,,0,0,0,"Select 154,'From Date',7,'$Date','',0,'0','0' UNION ALL",
154,To Date,10,$Date,,0,0,0,"Select 154,'To Date',10,'$Date','',0,'0','0' UNION ALL",
157,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 157,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
157,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 157,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
157,From Date,7,$Date,,0,0,0,"Select 157,'From Date',7,'$Date','',0,'0','0' UNION ALL",
157,To Date,10,$Date,,0,0,0,"Select 157,'To Date',10,'$Date','',0,'0','0' UNION ALL",
158,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 158,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
158,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%'',1,0,0,"Select 158,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And HierarchyName Like ''%s%'' and Category_Name like ''%''',1,'0','0' UNION ALL",
158,Beat,200,$All Beats,Beat:Description,0,0,0,"Select 158,'Beat',200,'$All Beats','Beat:Description',0,'0','0' UNION ALL",
158,Van No,200,$All Vans,Van:van_number,1,0,0,"Select 158,'Van No',200,'$All Vans','Van:van_number',1,'0','0' UNION ALL",
158,From Date,7,$Date,,0,0,0,"Select 158,'From Date',7,'$Date','',0,'0','0' UNION ALL",
158,To Date,10,$Date,,0,0,0,"Select 158,'To Date',10,'$Date','',0,'0','0' UNION ALL",
160,Manufacturer,200,$All Manufacturer,Manufacturer:Manufacturer_Name,1,0,0,"Select 160,'Manufacturer',200,'$All Manufacturer','Manufacturer:Manufacturer_Name',1,'0','0' UNION ALL",
160,Division,200,$All Divisions,Brand; Manufacturer:BrandName:Brand.ManufacturerID = Manufacturer.ManufacturerID And Manufacturer.Manufacturer_Name Like ''%s%'',1,0,0,"Select 160,'Division',200,'$All Divisions','Brand; Manufacturer:BrandName:Brand.ManufacturerID = Manufacturer.ManufacturerID And Manufacturer.Manufacturer_Name Like ''%s%''',1,'0','0' UNION ALL",
